LineName,ConductorName,Voltage_kV,Ta,WindVelocity,WindAngleDeg,SunTime,Date,Emissivity,Absorptivity,Direction,Atmosphere,Elevation,Latitude,Rating_Amps,Rating_MVA
ALOHA138 (1)  TO  HONOLULU138 (5) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,18.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1666.7455490509988,398.3905404458947
ALOHA138 (1)  TO  HONOLULU138 (5) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,18.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1666.7455490509988,398.3905404458947
ALOHA138 (1)  TO  WAIPAHU138 (22) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,18.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1324.1612585769003,316.5050116631967
ALOHA138 (1)  TO  EWA BEACH138 (25) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,18.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1666.7455490509988,398.3905404458947
ALOHA138 (1)  TO  EWA BEACH138 (25) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,18.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1666.7455490509988,398.3905404458947
ALOHA138 (1)  TO  KALAELOA138 (35) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,18.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,2164.308070038623,517.3194325942763
ALOHA138 (1)  TO  KALAELOA138 (35) CKT 2,1272 ACSR 45/7 BITTERN,138.0,25,18.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,2164.308070038623,517.3194325942763
HONOLULU138 (5)  TO  TURTLE138 (9) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,18.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1324.1612585769003,316.5050116631967
HONOLULU138 (5)  TO  KAILUA138 (14) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,18.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1324.1612585769003,316.5050116631967
TURTLE138 (9)  TO  KAILUA138 (14) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,18.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1324.1612585769003,316.5050116631967
WAIPAHU138 (22)  TO  EWA BEACH138 (25) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,18.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,2164.308070038623,517.3194325942763
WAIPAHU138 (22)  TO  KAHE138 (37) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,18.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,2164.308070038623,517.3194325942763
EWA BEACH138 (25)  TO  KALAELOA138 (35) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,18.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1324.1612585769003,316.5050116631967
EWA BEACH138 (25)  TO  KALAELOA138 (35) CKT 2,556.5 ACSR 26/7 DOVE,138.0,25,18.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1324.1612585769003,316.5050116631967
EWA BEACH138 (25)  TO  KAHE138 (37) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,18.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1666.7455490509988,398.3905404458947
EWA BEACH138 (25)  TO  KAHE138 (37) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,18.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1666.7455490509988,398.3905404458947
KALAELOA138 (35)  TO  KAHE138 (37) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,18.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,2164.308070038623,517.3194325942763
ALOHA69 (2)  TO  WAVE69 (4) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,18.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,966.6464973103192,115.52537839469757
ALOHA69 (2)  TO  HONOLULU69 (6) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,18.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,966.6464973103192,115.52537839469757
ALOHA69 (2)  TO  HONOLULU69 (6) CKT 2,336.4 ACSR 30/7 ORIOLE,69.0,25,18.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,966.6464973103192,115.52537839469757
