LineName,ConductorName,Voltage_kV,Ta,WindVelocity,WindAngleDeg,SunTime,Date,Emissivity,Absorptivity,Direction,Atmosphere,Elevation,Latitude,Rating_Amps,Rating_MVA
ALOHA138 (1)  TO  HONOLULU138 (5) CKT 1,795 ACSR 26/7 DRAKE,138.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1008.8378584327984,241.13546298183275
ALOHA138 (1)  TO  HONOLULU138 (5) CKT 2,795 ACSR 26/7 DRAKE,138.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1008.8378584327984,241.13546298183275
ALOHA138 (1)  TO  WAIPAHU138 (22) CKT 1,556.5 ACSR 26/7 DOVE,138.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,805.6265958186397,192.56329503235636
ALOHA138 (1)  TO  EWA BEACH138 (25) CKT 1,795 ACSR 26/7 DRAKE,138.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1008.8378584327984,241.13546298183275
ALOHA138 (1)  TO  EWA BEACH138 (25) CKT 2,795 ACSR 26/7 DRAKE,138.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1008.8378584327984,241.13546298183275
ALOHA138 (1)  TO  KALAELOA138 (35) CKT 1,1272 ACSR 45/7 BITTERN,138.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1303.1683953071679,311.4872342656225
ALOHA138 (1)  TO  KALAELOA138 (35) CKT 2,1272 ACSR 45/7 BITTERN,138.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1303.1683953071679,311.4872342656225
HONOLULU138 (5)  TO  TURTLE138 (9) CKT 1,556.5 ACSR 26/7 DOVE,138.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,805.6265958186397,192.56329503235636
HONOLULU138 (5)  TO  KAILUA138 (14) CKT 1,556.5 ACSR 26/7 DOVE,138.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,805.6265958186397,192.56329503235636
TURTLE138 (9)  TO  KAILUA138 (14) CKT 1,556.5 ACSR 26/7 DOVE,138.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,805.6265958186397,192.56329503235636
WAIPAHU138 (22)  TO  EWA BEACH138 (25) CKT 1,1272 ACSR 45/7 BITTERN,138.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1303.1683953071679,311.4872342656225
WAIPAHU138 (22)  TO  KAHE138 (37) CKT 1,1272 ACSR 45/7 BITTERN,138.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1303.1683953071679,311.4872342656225
EWA BEACH138 (25)  TO  KALAELOA138 (35) CKT 1,556.5 ACSR 26/7 DOVE,138.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,805.6265958186397,192.56329503235636
EWA BEACH138 (25)  TO  KALAELOA138 (35) CKT 2,556.5 ACSR 26/7 DOVE,138.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,805.6265958186397,192.56329503235636
EWA BEACH138 (25)  TO  KAHE138 (37) CKT 1,795 ACSR 26/7 DRAKE,138.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1008.8378584327984,241.13546298183275
EWA BEACH138 (25)  TO  KAHE138 (37) CKT 2,795 ACSR 26/7 DRAKE,138.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1008.8378584327984,241.13546298183275
KALAELOA138 (35)  TO  KAHE138 (37) CKT 1,1272 ACSR 45/7 BITTERN,138.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1303.1683953071679,311.4872342656225
ALOHA69 (2)  TO  WAVE69 (4) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,592.2073988838581,70.77559794046849
ALOHA69 (2)  TO  HONOLULU69 (6) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,592.2073988838581,70.77559794046849
ALOHA69 (2)  TO  HONOLULU69 (6) CKT 2,336.4 ACSR 30/7 ORIOLE,69.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,592.2073988838581,70.77559794046849
ALOHA69 (2)  TO  SURF69 (7) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,592.2073988838581,70.77559794046849
ALOHA69 (2)  TO  AIEA69 (21) CKT 1,556.5 ACSR 26/7 DOVE,69.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,805.6265958186397,96.28164751617818
ALOHA69 (2)  TO  WAIPAHU69 (23) CKT 1,556.5 ACSR 26/7 DOVE,69.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,805.6265958186397,96.28164751617818
ALOHA69 (2)  TO  WAIPAHU69 (23) CKT 2,556.5 ACSR 26/7 DOVE,69.0,15,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,805.6265958186397,96.28164751617818
