LineName,ConductorName,Voltage_kV,Ta,WindVelocity,WindAngleDeg,SunTime,Date,Emissivity,Absorptivity,Direction,Atmosphere,Elevation,Latitude,Rating_Amps,Rating_MVA
ALOHA138 (1)  TO  HONOLULU138 (5) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,863.1312172892048,206.30822282822717
ALOHA138 (1)  TO  HONOLULU138 (5) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,863.1312172892048,206.30822282822717
ALOHA138 (1)  TO  WAIPAHU138 (22) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,692.9543435902978,165.63203399850323
ALOHA138 (1)  TO  EWA BEACH138 (25) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,863.1312172892048,206.30822282822717
ALOHA138 (1)  TO  EWA BEACH138 (25) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,863.1312172892048,206.30822282822717
ALOHA138 (1)  TO  KALAELOA138 (35) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,1107.9366785532873,264.8223613976293
ALOHA138 (1)  TO  KALAELOA138 (35) CKT 2,1272 ACSR 45/7 BITTERN,138.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,1107.9366785532873,264.8223613976293
HONOLULU138 (5)  TO  TURTLE138 (9) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,692.9543435902978,165.63203399850323
HONOLULU138 (5)  TO  KAILUA138 (14) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,692.9543435902978,165.63203399850323
TURTLE138 (9)  TO  KAILUA138 (14) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,692.9543435902978,165.63203399850323
WAIPAHU138 (22)  TO  EWA BEACH138 (25) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,1107.9366785532873,264.8223613976293
WAIPAHU138 (22)  TO  KAHE138 (37) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,1107.9366785532873,264.8223613976293
EWA BEACH138 (25)  TO  KALAELOA138 (35) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,692.9543435902978,165.63203399850323
EWA BEACH138 (25)  TO  KALAELOA138 (35) CKT 2,556.5 ACSR 26/7 DOVE,138.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,692.9543435902978,165.63203399850323
EWA BEACH138 (25)  TO  KAHE138 (37) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,863.1312172892048,206.30822282822717
EWA BEACH138 (25)  TO  KAHE138 (37) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,863.1312172892048,206.30822282822717
KALAELOA138 (35)  TO  KAHE138 (37) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,1107.9366785532873,264.8223613976293
ALOHA69 (2)  TO  WAVE69 (4) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,512.501691837413,61.24984887669108
ALOHA69 (2)  TO  HONOLULU69 (6) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,512.501691837413,61.24984887669108
ALOHA69 (2)  TO  HONOLULU69 (6) CKT 2,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,512.501691837413,61.24984887669108
ALOHA69 (2)  TO  SURF69 (7) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,512.501691837413,61.24984887669108
ALOHA69 (2)  TO  AIEA69 (21) CKT 1,556.5 ACSR 26/7 DOVE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,692.9543435902978,82.81601699925162
ALOHA69 (2)  TO  WAIPAHU69 (23) CKT 1,556.5 ACSR 26/7 DOVE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,692.9543435902978,82.81601699925162
ALOHA69 (2)  TO  WAIPAHU69 (23) CKT 2,556.5 ACSR 26/7 DOVE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,692.9543435902978,82.81601699925162
ALOHA69 (2)  TO  WAIPAHU69 (23) CKT 3,556.5 ACSR 26/7 DOVE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,692.9543435902978,82.81601699925162
ALOHA69 (2)  TO  EWA BEACH69 (26) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,512.501691837413,61.24984887669108
ALOHA69 (2)  TO  EWA BEACH69 (26) CKT 2,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,512.501691837413,61.24984887669108
FLOWER69 (3)  TO  HONOLULU69 (6) CKT 1,556.5 ACSR 26/7 DOVE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,692.9543435902978,82.81601699925162
FLOWER69 (3)  TO  HONOLULU69 (6) CKT 2,556.5 ACSR 26/7 DOVE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,692.9543435902978,82.81601699925162
FLOWER69 (3)  TO  PALM69 (16) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,512.501691837413,61.24984887669108
FLOWER69 (3)  TO  PEARL CITY69 (19) CKT 1,556.5 ACSR 26/7 DOVE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,692.9543435902978,82.81601699925162
FLOWER69 (3)  TO  PEARL CITY69 (19) CKT 2,556.5 ACSR 26/7 DOVE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,692.9543435902978,82.81601699925162
FLOWER69 (3)  TO  PEARL CITY69 (19) CKT 3,556.5 ACSR 26/7 DOVE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,692.9543435902978,82.81601699925162
FLOWER69 (3)  TO  AIEA69 (21) CKT 1,4/0 ACSR 6/1 PENGUIN,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,335.6689871616652,40.11630607995406
WAVE69 (4)  TO  COCONUT69 (13) CKT 1,4/0 ACSR 6/1 PENGUIN,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,335.6689871616652,40.11630607995406
SURF69 (7)  TO  HONOLULU69 (6) CKT 3,3/0 ACSR 6/1 PIGEON,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,298.97013133433376,35.730370561745815
SURF69 (7)  TO  HONOLULU69 (6) CKT 2,3/0 ACSR 6/1 PIGEON,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,298.97013133433376,35.730370561745815
HONOLULU69 (6)  TO  MAHALO69 (11) CKT 1,556.5 ACSR 26/7 DOVE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,692.9543435902978,82.81601699925162
HONOLULU69 (6)  TO  LYCHEE69 (12) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,512.501691837413,61.24984887669108
HONOLULU69 (6)  TO  LYCHEE69 (12) CKT 2,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,512.501691837413,61.24984887669108
SURF69 (7)  TO  TURTLE69 (10) CKT 1,4/0 ACSR 6/1 PENGUIN,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,335.6689871616652,40.11630607995406
SURF69 (7)  TO  HONOLULU69 (6) CKT 1,3/0 ACSR 6/1 PIGEON,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,298.97013133433376,35.730370561745815
SURF69 (7)  TO  COCONUT69 (13) CKT 3,3/0 ACSR 6/1 PIGEON,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,298.97013133433376,35.730370561745815
SURF69 (7)  TO  COCONUT69 (13) CKT 2,3/0 ACSR 6/1 PIGEON,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,298.97013133433376,35.730370561745815
SURF69 (7)  TO  COCONUT69 (13) CKT 1,3/0 ACSR 6/1 PIGEON,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,298.97013133433376,35.730370561745815
KANEOHE69 (8)  TO  KAILUA69 (15) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,512.501691837413,61.24984887669108
KANEOHE69 (8)  TO  PEARL CITY69 (19) CKT 2,556.5 ACSR 26/7 DOVE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,692.9543435902978,82.81601699925162
KANEOHE69 (8)  TO  PEARL CITY69 (19) CKT 1,556.5 ACSR 26/7 DOVE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,692.9543435902978,82.81601699925162
HALEIWA69 (28)  TO  WAIALUA69 (31) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,512.501691837413,61.24984887669108
MAHALO69 (11)  TO  COCONUT69 (13) CKT 1,3/0 ACSR 6/1 PIGEON,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,298.97013133433376,35.730370561745815
MAHALO69 (11)  TO  KAILUA69 (15) CKT 1,4/0 ACSR 6/1 PENGUIN,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,335.6689871616652,40.11630607995406
LYCHEE69 (12)  TO  KAILUA69 (15) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,1.0,EastWest,Clear,1000,27,512.501691837413,61.24984887669108
