LineName,ConductorName,Voltage_kV,Ta,WindVelocity,WindAngleDeg,SunTime,Date,Emissivity,Absorptivity,Direction,Atmosphere,Elevation,Latitude,Rating_Amps,Rating_MVA
ALOHA138 (1)  TO  HONOLULU138 (5) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,34.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,2012.9537210155256,481.142260295553
ALOHA138 (1)  TO  HONOLULU138 (5) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,34.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,2012.9537210155256,481.142260295553
ALOHA138 (1)  TO  WAIPAHU138 (22) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,34.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1599.4347529593117,382.3017112613327
ALOHA138 (1)  TO  EWA BEACH138 (25) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,34.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,2012.9537210155256,481.142260295553
ALOHA138 (1)  TO  EWA BEACH138 (25) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,34.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,2012.9537210155256,481.142260295553
ALOHA138 (1)  TO  KALAELOA138 (35) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,34.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,2613.43720657203,624.6716313359616
ALOHA138 (1)  TO  KALAELOA138 (35) CKT 2,1272 ACSR 45/7 BITTERN,138.0,25,34.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,2613.43720657203,624.6716313359616
HONOLULU138 (5)  TO  TURTLE138 (9) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,34.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1599.4347529593117,382.3017112613327
HONOLULU138 (5)  TO  KAILUA138 (14) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,34.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1599.4347529593117,382.3017112613327
TURTLE138 (9)  TO  KAILUA138 (14) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,34.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1599.4347529593117,382.3017112613327
WAIPAHU138 (22)  TO  EWA BEACH138 (25) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,34.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,2613.43720657203,624.6716313359616
WAIPAHU138 (22)  TO  KAHE138 (37) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,34.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,2613.43720657203,624.6716313359616
EWA BEACH138 (25)  TO  KALAELOA138 (35) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,34.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1599.4347529593117,382.3017112613327
EWA BEACH138 (25)  TO  KALAELOA138 (35) CKT 2,556.5 ACSR 26/7 DOVE,138.0,25,34.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1599.4347529593117,382.3017112613327
EWA BEACH138 (25)  TO  KAHE138 (37) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,34.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,2012.9537210155256,481.142260295553
EWA BEACH138 (25)  TO  KAHE138 (37) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,34.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,2012.9537210155256,481.142260295553
KALAELOA138 (35)  TO  KAHE138 (37) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,34.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,2613.43720657203,624.6716313359616
ALOHA69 (2)  TO  WAVE69 (4) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,34.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1167.7888373161245,139.56420231328863
