LineName,ConductorName,Voltage_kV,Ta,WindVelocity,WindAngleDeg,SunTime,Date,Emissivity,Absorptivity,Direction,Atmosphere,Elevation,Latitude,Rating_Amps,Rating_MVA
ALOHA138 (1)  TO  HONOLULU138 (5) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,902.5425824006767,215.72844600231008
ALOHA138 (1)  TO  HONOLULU138 (5) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,902.5425824006767,215.72844600231008
ALOHA138 (1)  TO  WAIPAHU138 (22) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,721.8859557083535,172.54735505290523
ALOHA138 (1)  TO  EWA BEACH138 (25) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,902.5425824006767,215.72844600231008
ALOHA138 (1)  TO  EWA BEACH138 (25) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,902.5425824006767,215.72844600231008
ALOHA138 (1)  TO  KALAELOA138 (35) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,1163.6952422411036,278.14994120411137
ALOHA138 (1)  TO  KALAELOA138 (35) CKT 2,1272 ACSR 45/7 BITTERN,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,1163.6952422411036,278.14994120411137
HONOLULU138 (5)  TO  TURTLE138 (9) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,721.8859557083535,172.54735505290523
HONOLULU138 (5)  TO  KAILUA138 (14) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,721.8859557083535,172.54735505290523
TURTLE138 (9)  TO  KAILUA138 (14) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,721.8859557083535,172.54735505290523
WAIPAHU138 (22)  TO  EWA BEACH138 (25) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,1163.6952422411036,278.14994120411137
WAIPAHU138 (22)  TO  KAHE138 (37) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,1163.6952422411036,278.14994120411137
EWA BEACH138 (25)  TO  KALAELOA138 (35) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,721.8859557083535,172.54735505290523
EWA BEACH138 (25)  TO  KALAELOA138 (35) CKT 2,556.5 ACSR 26/7 DOVE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,721.8859557083535,172.54735505290523
EWA BEACH138 (25)  TO  KAHE138 (37) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,902.5425824006767,215.72844600231008
EWA BEACH138 (25)  TO  KAHE138 (37) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,902.5425824006767,215.72844600231008
KALAELOA138 (35)  TO  KAHE138 (37) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,1163.6952422411036,278.14994120411137
ALOHA69 (2)  TO  WAVE69 (4) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,531.6234419430184,63.53511802385663
ALOHA69 (2)  TO  HONOLULU69 (6) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,531.6234419430184,63.53511802385663
ALOHA69 (2)  TO  HONOLULU69 (6) CKT 2,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,531.6234419430184,63.53511802385663
ALOHA69 (2)  TO  SURF69 (7) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,531.6234419430184,63.53511802385663
ALOHA69 (2)  TO  AIEA69 (21) CKT 1,556.5 ACSR 26/7 DOVE,69.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,721.8859557083535,86.27367752645262
ALOHA69 (2)  TO  WAIPAHU69 (23) CKT 1,556.5 ACSR 26/7 DOVE,69.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,721.8859557083535,86.27367752645262
ALOHA69 (2)  TO  WAIPAHU69 (23) CKT 2,556.5 ACSR 26/7 DOVE,69.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,721.8859557083535,86.27367752645262
ALOHA69 (2)  TO  WAIPAHU69 (23) CKT 3,556.5 ACSR 26/7 DOVE,69.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,721.8859557083535,86.27367752645262
ALOHA69 (2)  TO  EWA BEACH69 (26) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,531.6234419430184,63.53511802385663
ALOHA69 (2)  TO  EWA BEACH69 (26) CKT 2,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,531.6234419430184,63.53511802385663
FLOWER69 (3)  TO  HONOLULU69 (6) CKT 1,556.5 ACSR 26/7 DOVE,69.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,721.8859557083535,86.27367752645262
FLOWER69 (3)  TO  HONOLULU69 (6) CKT 2,556.5 ACSR 26/7 DOVE,69.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,721.8859557083535,86.27367752645262
FLOWER69 (3)  TO  PALM69 (16) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,531.6234419430184,63.53511802385663
FLOWER69 (3)  TO  PEARL CITY69 (19) CKT 1,556.5 ACSR 26/7 DOVE,69.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,721.8859557083535,86.27367752645262
FLOWER69 (3)  TO  PEARL CITY69 (19) CKT 2,556.5 ACSR 26/7 DOVE,69.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,20,721.8859557083535,86.27367752645262
