LineName,ConductorName,Voltage_kV,Ta,WindVelocity,WindAngleDeg,SunTime,Date,Emissivity,Absorptivity,Direction,Atmosphere,Elevation,Latitude,Rating_Amps,Rating_MVA
ALOHA138 (1)  TO  HONOLULU138 (5) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,902.621144203995,215.7472240811237
ALOHA138 (1)  TO  HONOLULU138 (5) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,902.621144203995,215.7472240811237
ALOHA138 (1)  TO  WAIPAHU138 (22) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,721.9437333989254,172.56116525050004
ALOHA138 (1)  TO  EWA BEACH138 (25) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,902.621144203995,215.7472240811237
ALOHA138 (1)  TO  EWA BEACH138 (25) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,902.621144203995,215.7472240811237
ALOHA138 (1)  TO  KALAELOA138 (35) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1163.8061484047257,278.17645032932813
ALOHA138 (1)  TO  KALAELOA138 (35) CKT 2,1272 ACSR 45/7 BITTERN,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1163.8061484047257,278.17645032932813
HONOLULU138 (5)  TO  TURTLE138 (9) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,721.9437333989254,172.56116525050004
HONOLULU138 (5)  TO  KAILUA138 (14) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,721.9437333989254,172.56116525050004
TURTLE138 (9)  TO  KAILUA138 (14) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,721.9437333989254,172.56116525050004
WAIPAHU138 (22)  TO  EWA BEACH138 (25) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1163.8061484047257,278.17645032932813
WAIPAHU138 (22)  TO  KAHE138 (37) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1163.8061484047257,278.17645032932813
EWA BEACH138 (25)  TO  KALAELOA138 (35) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,721.9437333989254,172.56116525050004
EWA BEACH138 (25)  TO  KALAELOA138 (35) CKT 2,556.5 ACSR 26/7 DOVE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,721.9437333989254,172.56116525050004
EWA BEACH138 (25)  TO  KAHE138 (37) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,902.621144203995,215.7472240811237
EWA BEACH138 (25)  TO  KAHE138 (37) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,902.621144203995,215.7472240811237
KALAELOA138 (35)  TO  KAHE138 (37) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1163.8061484047257,278.17645032932813
ALOHA69 (2)  TO  WAVE69 (4) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,531.6617091293061,63.539691392909624
ALOHA69 (2)  TO  HONOLULU69 (6) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,531.6617091293061,63.539691392909624
ALOHA69 (2)  TO  HONOLULU69 (6) CKT 2,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,90,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,531.6617091293061,63.539691392909624
