LineName,ConductorName,Voltage_kV,Ta,WindVelocity,WindAngleDeg,SunTime,Date,Emissivity,Absorptivity,Direction,Atmosphere,Elevation,Latitude,Rating_Amps,Rating_MVA
ALOHA138 (1)  TO  HONOLULU138 (5) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,657.2317269748237,157.0935065983951
ALOHA138 (1)  TO  HONOLULU138 (5) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,657.2317269748237,157.0935065983951
ALOHA138 (1)  TO  WAIPAHU138 (22) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,514.4957737814392,122.9763292247104
ALOHA138 (1)  TO  EWA BEACH138 (25) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,657.2317269748237,157.0935065983951
ALOHA138 (1)  TO  EWA BEACH138 (25) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,657.2317269748237,157.0935065983951
ALOHA138 (1)  TO  KALAELOA138 (35) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,867.2696830370231,207.29741137403064
ALOHA138 (1)  TO  KALAELOA138 (35) CKT 2,1272 ACSR 45/7 BITTERN,138.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,867.2696830370231,207.29741137403064
HONOLULU138 (5)  TO  TURTLE138 (9) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,514.4957737814392,122.9763292247104
HONOLULU138 (5)  TO  KAILUA138 (14) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,514.4957737814392,122.9763292247104
TURTLE138 (9)  TO  KAILUA138 (14) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,514.4957737814392,122.9763292247104
WAIPAHU138 (22)  TO  EWA BEACH138 (25) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,867.2696830370231,207.29741137403064
WAIPAHU138 (22)  TO  KAHE138 (37) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,867.2696830370231,207.29741137403064
EWA BEACH138 (25)  TO  KALAELOA138 (35) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,514.4957737814392,122.9763292247104
EWA BEACH138 (25)  TO  KALAELOA138 (35) CKT 2,556.5 ACSR 26/7 DOVE,138.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,514.4957737814392,122.9763292247104
EWA BEACH138 (25)  TO  KAHE138 (37) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,657.2317269748237,157.0935065983951
EWA BEACH138 (25)  TO  KAHE138 (37) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,657.2317269748237,157.0935065983951
KALAELOA138 (35)  TO  KAHE138 (37) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,867.2696830370231,207.29741137403064
ALOHA69 (2)  TO  WAVE69 (4) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,368.71305338632123,44.06545218964853
ALOHA69 (2)  TO  HONOLULU69 (6) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,368.71305338632123,44.06545218964853
ALOHA69 (2)  TO  HONOLULU69 (6) CKT 2,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,368.71305338632123,44.06545218964853
ALOHA69 (2)  TO  SURF69 (7) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,368.71305338632123,44.06545218964853
ALOHA69 (2)  TO  AIEA69 (21) CKT 1,556.5 ACSR 26/7 DOVE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,514.4957737814392,61.4881646123552
ALOHA69 (2)  TO  WAIPAHU69 (23) CKT 1,556.5 ACSR 26/7 DOVE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,514.4957737814392,61.4881646123552
ALOHA69 (2)  TO  WAIPAHU69 (23) CKT 2,556.5 ACSR 26/7 DOVE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,514.4957737814392,61.4881646123552
ALOHA69 (2)  TO  WAIPAHU69 (23) CKT 3,556.5 ACSR 26/7 DOVE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,514.4957737814392,61.4881646123552
ALOHA69 (2)  TO  EWA BEACH69 (26) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,368.71305338632123,44.06545218964853
ALOHA69 (2)  TO  EWA BEACH69 (26) CKT 2,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,368.71305338632123,44.06545218964853
FLOWER69 (3)  TO  HONOLULU69 (6) CKT 1,556.5 ACSR 26/7 DOVE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,514.4957737814392,61.4881646123552
FLOWER69 (3)  TO  HONOLULU69 (6) CKT 2,556.5 ACSR 26/7 DOVE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,514.4957737814392,61.4881646123552
FLOWER69 (3)  TO  PALM69 (16) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,368.71305338632123,44.06545218964853
FLOWER69 (3)  TO  PEARL CITY69 (19) CKT 1,556.5 ACSR 26/7 DOVE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,514.4957737814392,61.4881646123552
FLOWER69 (3)  TO  PEARL CITY69 (19) CKT 2,556.5 ACSR 26/7 DOVE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,514.4957737814392,61.4881646123552
FLOWER69 (3)  TO  PEARL CITY69 (19) CKT 3,556.5 ACSR 26/7 DOVE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,514.4957737814392,61.4881646123552
FLOWER69 (3)  TO  AIEA69 (21) CKT 1,4/0 ACSR 6/1 PENGUIN,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,232.38863854088868,27.773116104765887
WAVE69 (4)  TO  COCONUT69 (13) CKT 1,4/0 ACSR 6/1 PENGUIN,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,232.38863854088868,27.773116104765887
SURF69 (7)  TO  HONOLULU69 (6) CKT 3,3/0 ACSR 6/1 PIGEON,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,203.69824972167154,24.344284537224375
SURF69 (7)  TO  HONOLULU69 (6) CKT 2,3/0 ACSR 6/1 PIGEON,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,203.69824972167154,24.344284537224375
HONOLULU69 (6)  TO  MAHALO69 (11) CKT 1,556.5 ACSR 26/7 DOVE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,514.4957737814392,61.4881646123552
HONOLULU69 (6)  TO  LYCHEE69 (12) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,368.71305338632123,44.06545218964853
HONOLULU69 (6)  TO  LYCHEE69 (12) CKT 2,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,368.71305338632123,44.06545218964853
SURF69 (7)  TO  TURTLE69 (10) CKT 1,4/0 ACSR 6/1 PENGUIN,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,232.38863854088868,27.773116104765887
SURF69 (7)  TO  HONOLULU69 (6) CKT 1,3/0 ACSR 6/1 PIGEON,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,203.69824972167154,24.344284537224375
SURF69 (7)  TO  COCONUT69 (13) CKT 3,3/0 ACSR 6/1 PIGEON,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,203.69824972167154,24.344284537224375
SURF69 (7)  TO  COCONUT69 (13) CKT 2,3/0 ACSR 6/1 PIGEON,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,203.69824972167154,24.344284537224375
SURF69 (7)  TO  COCONUT69 (13) CKT 1,3/0 ACSR 6/1 PIGEON,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,203.69824972167154,24.344284537224375
KANEOHE69 (8)  TO  KAILUA69 (15) CKT 1,336.4 ACSR 30/7 ORIOLE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,368.71305338632123,44.06545218964853
KANEOHE69 (8)  TO  PEARL CITY69 (19) CKT 2,556.5 ACSR 26/7 DOVE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,514.4957737814392,61.4881646123552
KANEOHE69 (8)  TO  PEARL CITY69 (19) CKT 1,556.5 ACSR 26/7 DOVE,69.0,25,2.0,0,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,514.4957737814392,61.4881646123552
