LineName,ConductorName,Voltage_kV,Ta,WindVelocity,WindAngleDeg,SunTime,Date,Emissivity,Absorptivity,Direction,Atmosphere,Elevation,Latitude,Rating_Amps,Rating_MVA
ALOHA138 (1)  TO  HONOLULU138 (5) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,2.0,45,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,837.7014676321503,200.2299274849181
ALOHA138 (1)  TO  HONOLULU138 (5) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,2.0,45,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,837.7014676321503,200.2299274849181
ALOHA138 (1)  TO  WAIPAHU138 (22) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,45,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,669.8175719502173,160.10181316598735
ALOHA138 (1)  TO  EWA BEACH138 (25) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,2.0,45,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,837.7014676321503,200.2299274849181
ALOHA138 (1)  TO  EWA BEACH138 (25) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,2.0,45,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,837.7014676321503,200.2299274849181
ALOHA138 (1)  TO  KALAELOA138 (35) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,2.0,45,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1080.4837538111851,258.2604806528127
ALOHA138 (1)  TO  KALAELOA138 (35) CKT 2,1272 ACSR 45/7 BITTERN,138.0,25,2.0,45,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1080.4837538111851,258.2604806528127
HONOLULU138 (5)  TO  TURTLE138 (9) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,45,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,669.8175719502173,160.10181316598735
HONOLULU138 (5)  TO  KAILUA138 (14) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,45,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,669.8175719502173,160.10181316598735
TURTLE138 (9)  TO  KAILUA138 (14) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,45,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,669.8175719502173,160.10181316598735
WAIPAHU138 (22)  TO  EWA BEACH138 (25) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,2.0,45,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1080.4837538111851,258.2604806528127
WAIPAHU138 (22)  TO  KAHE138 (37) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,2.0,45,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1080.4837538111851,258.2604806528127
EWA BEACH138 (25)  TO  KALAELOA138 (35) CKT 1,556.5 ACSR 26/7 DOVE,138.0,25,2.0,45,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,669.8175719502173,160.10181316598735
EWA BEACH138 (25)  TO  KALAELOA138 (35) CKT 2,556.5 ACSR 26/7 DOVE,138.0,25,2.0,45,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,669.8175719502173,160.10181316598735
EWA BEACH138 (25)  TO  KAHE138 (37) CKT 1,795 ACSR 26/7 DRAKE,138.0,25,2.0,45,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,837.7014676321503,200.2299274849181
EWA BEACH138 (25)  TO  KAHE138 (37) CKT 2,795 ACSR 26/7 DRAKE,138.0,25,2.0,45,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,837.7014676321503,200.2299274849181
KALAELOA138 (35)  TO  KAHE138 (37) CKT 1,1272 ACSR 45/7 BITTERN,138.0,25,2.0,45,12,12 Jun,0.8,0.8,EastWest,Clear,1000,27,1080.4837538111851,258.2604806528127
